,Geography,lon,lat,his_num_311_per_property,neighbor_his_num_per_property,snow_depth,percent_below_poverty,percent_civilian_unemployed,per_capita_income,percent_no_highschool,percent_65older,percent_17younger,percent_household_disability,percent_single_parent_household,percent_minority,percent_notwell_english,percent_singleunits,percent_multiunit,percent_mobile_homes,percent_owneroccupiedunit,percent_crowding,percent_group_quarters,median_year_properties_built,median_value_properties_built,percent_no_vehicle,311_index_per_property,distance
72,360290030003,1087903.4998,1059505.30544,57.00934579439252,48.17586458054159,109.21750449623724,0.045936396,0.0,20604,0.0,0.097173145,0.439929329,0.191780822,0.16064257,0.913427562,0.164,0.093023256,0.162790698,0.0,0.45890411,0.0,0.045936396,1924.0,47000.0,0.0,11.682242990654206,16388.24535760132
73,360290031001,1076879.33339,1057053.06856,46.15384615384615,35.43452461503777,101.1882709791903,0.358251058,0.217241379,20896,0.425287356,0.163610719,0.365303244,0.4765625,0.505791506,0.909732017,0.0,0.284866469,0.0,0.0,0.33984375,0.0,0.0,1910.0,35000.0,0.40625,16.23931623931624,13417.26322782176
74,360290031002,1075157.26629,1056520.06293,33.50785340314136,40.028800507551686,101.98417505923624,0.155120482,0.0,19330,0.107216495,0.30873494,0.195783133,0.473913043,0.0,0.899096386,0.055722892,0.558064516,0.0,0.0,0.760869565,0.0,0.0,1900.0,50000.0,0.147826087,13.089005235602096,13636.466125302752
75,360290031003,1074127.51204,1057015.55338,27.63819095477387,41.198270048410464,97.48558989459464,0.040345821,0.0,45621,0.151975684,0.126801153,0.051873199,0.035211268,1.0,0.636887608,0.027355623,0.19843342,0.140992167,0.0,0.440140845,0.0,0.031700288,1900.0,54000.0,0.281690141,5.527638190954774,13628.677555017632
76,360290033011,1076572.56883,1064288.76908,65.32663316582915,39.33023288903477,96.91255009686132,0.395807645,0.03525641,20817,0.045627376,0.132555673,0.2873807,0.032520325,1.0,0.769883351,0.008383234,0.227160494,0.051851852,0.0,0.474254743,0.0,0.139978791,1920.0,56000.0,0.276422764,10.552763819095476,13102.666854695814
77,360290033012,1077985.02062,1063841.22137,48.08362369337979,46.993369664121126,95.4643,0.180041152,0.063291139,43770,0.288762447,0.327160494,0.134773663,0.277310924,0.225806452,0.933127572,0.084862385,0.700917431,0.034862385,0.0,0.722689076,0.0,0.0,1900.0,55000.0,0.289915966,12.54355400696864,13087.002527624913
78,360290033013,1077432.87822,1062514.70195,52.67857142857143,45.95630209314439,96.93010450004178,0.220760234,0.0,27356,0.144259078,0.070422535,0.216901408,0.222222222,0.553191489,0.966901408,0.0,0.14600551,0.0,0.0,0.310502283,0.0,0.0,1919.0,52000.0,0.354642314,9.523809523809524,12917.533091163286
79,360290033014,1076463.81411,1063178.89056,33.19502074688796,50.12314209896866,97.19392505673471,0.094373866,0.080838323,31093,0.230769231,0.359346642,0.130671506,0.25566343,0.0,0.914700544,0.0,0.783098592,0.022535211,0.0,0.686084142,0.0,0.0,1920.0,58000.0,0.200647249,13.278008298755188,12954.080854948752
80,360290033021,1076691.02744,1060101.33417,41.40969162995594,42.58371885620564,98.01348877313372,0.424290221,0.137809187,15285,0.335748792,0.154574132,0.285488959,0.515021459,0.234939759,0.695583596,0.0,0.333333333,0.0,0.0,0.519313305,0.0,0.0,1900.0,35000.0,0.60944206,10.13215859030837,12920.46281829944
81,360290033022,1077909.81347,1059827.70944,39.61538461538461,45.53868803348373,97.95718466234528,0.170977011,0.120743034,21773,0.121082621,0.319011815,0.226638024,0.491349481,0.312796209,0.817400644,0.01416122,0.101895735,0.063981043,0.0,0.259515571,0.0,0.252416756,1900.0,41000.0,0.498269896,14.615384615384617,12986.543216584403
83,360290033024,1076459.28089,1058723.23676,44.27480916030535,38.65634250223776,97.84536168484028,0.40239521,0.052132701,20942,0.189935065,0.379640719,0.164071856,0.668918919,0.0,1.0,0.008838384,0.183673469,0.376623377,0.0,0.522522523,0.0,0.0,1900.0,36000.0,0.362612613,3.816793893129771,13084.439045800593
84,360290034001,1083434.19015,1063461.84086,40.83969465648856,38.496635381837926,90.3306145083324,0.663636364,0.194805195,18258,0.299107143,0.148484848,0.012121212,0.674157303,0.0,1.0,0.0,0.303418803,0.0,0.0,0.443820225,0.0,0.0,1920.0,32000.0,0.775280899,10.30534351145038,14257.055502668652
85,360290034002,1082805.04921,1063427.47924,36.09756097560975,43.74494099884282,89.91465618840125,0.313929314,0.202797203,18488,0.222222222,0.16563147,0.161490683,0.053278689,0.276315789,1.0,0.0,0.446096654,0.0,0.0,0.540983607,0.0,0.0,1918.0,32000.0,0.631147541,14.634146341463412,14031.85337743614
87,360290034004,1081136.85313,1061612.87112,52.48618784530387,41.66653511195306,94.4613308158078,0.25984252,0.069767442,31263,0.291891892,0.17847769,0.217847769,0.308510638,0.470588235,1.0,0.0,0.408730159,0.317460317,0.0,0.393617021,0.0,0.0,1920.0,31000.0,0.239361702,17.12707182320442,13429.5024959094
88,360290034005,1080847.81248,1063490.91496,36.58536585365854,45.372763512032165,91.79976537196558,0.262187088,0.324675325,17957,0.047882136,0.177545692,0.251958225,0.683046683,1.0,0.754569191,0.0,0.39039666,0.123173278,0.0,0.312039312,0.0,0.009138381,1900.0,36000.0,0.459459459,18.29268292682927,13486.59172610272
89,360290035011,1081938.01663,1059009.42359,50.0,47.28086889022201,104.05740134238827,0.288848263,0.247311828,24182,0.163814181,0.323583181,0.219378428,0.245059289,0.148514851,0.992687386,0.011650485,0.437931034,0.055172414,0.0,0.577075099,0.0,0.018281536,1910.0,31000.0,0.482213439,8.783783783783784,13785.673797461335
91,360290035021,1079838.23441,1061175.95888,46.66666666666666,45.182152303147056,95.5687380860651,0.299007444,0.15443038,17423,0.12593985,0.146401985,0.253101737,0.357923497,0.493421053,1.0,0.010498688,0.120805369,0.163310962,0.0,0.31147541,0.0,0.0,1910.0,33000.0,0.428961749,7.777777777777778,13154.29296033644
92,360290035022,1079738.79136,1059400.40242,36.507936507936506,46.23805203924168,101.53483188459144,0.052092229,0.08993576,33914,0.251173709,0.242527754,0.261315115,0.317427386,0.092465753,0.994876174,0.021636877,0.386172007,0.0,0.0,0.609958506,0.0,0.0,1900.0,35000.0,0.087136929,10.846560846560848,13245.4567172249
93,360290036001,1086045.94732,1063337.57661,52.19123505976096,42.02975726539138,97.14161112721166,0.558095238,0.0,15493,0.212707182,0.068571429,0.217142857,0.320143885,0.859649123,1.0,0.081904762,0.627345845,0.0,0.050938338,0.586330935,0.0,0.0,1917.0,33000.0,0.111510791,14.342629482071716,15393.554783564876
94,360290036002,1084130.82039,1061007.70443,32.467532467532465,44.86612607153398,97.25,0.602941176,0.0,21126,0.147058824,0.173529412,0.267647059,0.340659341,1.0,1.0,0.0,0.341584158,0.103960396,0.0,0.741758242,0.115384615,0.0,1920.0,29500.0,0.296703297,7.142857142857142,14405.865235784266
95,360290036003,1085291.59131,1061084.10981,40.0,44.91439257599392,97.31951202985864,0.07771261,0.08677686,15292,0.229398664,0.183284457,0.278592375,0.452261307,0.110526316,0.976539589,0.214506173,0.506329114,0.046413502,0.0,0.412060302,0.115577889,0.0,1920.0,30000.0,0.381909548,8.571428571428571,14914.406329374962
96,360290036004,1084527.99396,1063505.80681,34.036144578313255,40.35805405301635,91.35022187778895,0.237042683,0.295825771,19474,0.211937716,0.285823171,0.115091463,0.355513308,0.183673469,0.972560976,0.038871951,0.441860465,0.0,0.0,0.657794677,0.081749049,0.131859756,1925.0,35000.0,0.287072243,8.433734939759036,14699.62592925132
97,360290037001,1088445.90872,1063590.48818,46.19718309859155,44.71629518680769,100.45490461969582,0.211948791,0.028571429,22564,0.191919192,0.109219858,0.338297872,0.201267829,0.861904762,0.987943262,0.036021926,0.46514936,0.042674253,0.0,0.374009509,0.0,0.00212766,1925.0,39000.0,0.350237718,19.154929577464788,16788.95402734244
98,360290037002,1088458.81435,1061331.5107,52.38095238095239,46.67416164383173,96.6230067303824,0.340839304,0.063451777,20426,0.22875817,0.042988741,0.331627431,0.531976744,1.0,0.830092119,0.0,0.483173077,0.0,0.0,0.25,0.0,0.006141249,1920.0,41000.0,0.569767442,16.791979949874687,16660.466554541643
99,360290037003,1087405.51353,1064245.39085,53.62903225806451,46.20989859949039,100.25,0.450738916,0.116402116,17241,0.180851064,0.133004926,0.285714286,0.570588235,0.181034483,0.963054187,0.0,0.423809524,0.0,0.0,0.317647059,0.0,0.0,1923.0,39000.0,0.094117647,23.387096774193548,16246.91863736587
100,360290037004,1087115.366,1061941.18773,47.53363228699551,49.42658026353914,98.27141020192234,0.229950319,0.15049505,18328,0.159436009,0.106458481,0.212916962,0.551894563,0.31358885,0.973740241,0.026354319,0.529235382,0.0,0.0,0.537067545,0.074135091,0.004968062,1920.0,39000.0,0.390444811,15.246636771300448,15870.649008203029
101,360290038001,1089585.85698,1064325.49311,30.8411214953271,43.17056947058885,100.8424971368498,0.536420102,0.105968331,17143,0.114837398,0.068012752,0.306057386,0.421974522,1.0,0.858129649,0.029034059,0.576704545,0.0,0.0,0.323248408,0.049363057,0.005844846,1924.0,44000.0,0.25955414,16.822429906542055,17635.636141588227
102,360290038002,1089621.92423,1062845.17034,37.79904306220095,42.163073830738405,99.0402734990205,0.175990676,0.25862069,18331,0.280163599,0.062937063,0.233100233,0.176678445,0.191860465,1.0,0.01547619,0.671686747,0.0,0.0,0.356890459,0.0,0.0,1920.0,41000.0,0.243816254,9.569377990430622,17489.56599020563
103,360290038003,1089983.13908,1061556.018,39.233038348082594,47.48424090529354,99.138277581658,0.43431221,0.099099099,23367,0.070588235,0.095744681,0.317629179,0.21942446,1.0,0.846504559,0.0,0.529616725,0.031358885,0.0,0.370503597,0.0,0.016717325,1920.0,41000.0,0.284172662,16.8141592920354,17675.139726146583
104,360290039011,1083141.76614,1068890.3312,41.15942028985507,42.863446720214014,80.05866256953757,0.465135357,0.06284153,17774,0.428057554,0.163248564,0.247744053,0.341232227,0.394736842,0.919606235,0.061036789,0.377181208,0.136912752,0.0,0.428120063,0.014218009,0.007383101,1920.0,43000.0,0.447077409,19.13043478260869,15528.009415761988
105,360290040021,1079522.85899,1067716.83803,46.058091286307054,47.267787587252286,83.60358034281614,0.436090226,0.086614173,20774,0.147448015,0.193984962,0.17443609,0.267857143,0.0,0.956390977,0.272141707,0.453968254,0.0,0.0,0.671428571,0.0,0.0,1920.0,46000.0,0.325,9.54356846473029,14203.149325569448
106,360290040022,1079365.39606,1070775.13808,50.81967213114754,47.35766594561178,80.55749578714322,0.200612557,0.109414758,27371,0.057934509,0.050535988,0.300153139,0.222222222,0.31122449,0.477794793,0.0,0.249201278,0.159744409,0.0,0.513888889,0.072916667,0.009188361,1915.0,152000.0,0.322916667,7.650273224043716,15451.297611409604
107,360290040031,1081911.26454,1070486.37957,38.73873873873874,40.75313317390662,73.57536181476881,0.325816485,0.162337662,15436,0.295302013,0.166407465,0.379471229,0.595197256,0.945626478,0.958786936,0.003246753,0.133971292,0.377990431,0.0,0.123499142,0.010291595,0.0,1950.0,35000.0,0.370497427,9.00900900900901,15840.618772457448
108,360290040032,1081202.19678,1068521.39823,36.76975945017183,40.65099439690704,81.18390162112028,0.332857143,0.0,12681,0.369606004,0.261428571,0.201428571,0.639344262,0.090909091,0.875714286,0.106481481,0.374193548,0.083870968,0.0,0.475409836,0.106557377,0.014285714,1920.0,46000.0,0.409836066,12.027491408934708,14821.945732921771
109,360290040033,1080558.67247,1069894.75205,36.64772727272727,43.59583674385735,77.34357236190591,0.173492182,0.044802867,23727,0.152199762,0.153387937,0.306775875,0.251559252,0.490291262,0.950856292,0.09478673,0.386454183,0.0,0.0,0.577962578,0.014553015,0.0,1920.0,44000.0,0.243243243,12.5,15243.09389945231
110,360290041001,1085811.00606,1066364.36092,46.84095860566449,40.91406918352233,87.54636718416168,0.456452638,0.055258467,13533,0.170967742,0.086404066,0.367217281,0.225746269,0.863888889,0.99047014,0.06028076,0.510176391,0.075983718,0.0,0.343283582,0.0,0.0,1920.0,44000.0,0.220149254,14.814814814814811,15820.834916300922
111,360290041002,1088089.33707,1066013.26144,46.1139896373057,61.93837733210326,91.53357579170743,0.186234818,0.086580087,21063,0.141880342,0.102226721,0.356275304,0.146608315,0.78041543,1.0,0.0,0.660305344,0.0,0.0,0.695842451,0.0,0.0,1928.0,63000.0,0.282275711,14.76683937823834,16989.35393814333
114,360290042001,1085922.95486,1070767.73053,36.693548387096776,32.95963161942775,85.4695581125438,0.250340136,0.023489933,28347,0.174664107,0.219047619,0.246258503,0.254681648,0.407692308,1.0,0.066255778,0.501305483,0.0,0.0,0.460674157,0.041198502,0.0,1920.0,46000.0,0.314606742,6.854838709677419,17472.02140536854
115,360290042002,1086027.93325,1069511.28758,32.15547703180212,37.23041770429665,86.64141549096598,0.239179954,0.0,29800,0.205729167,0.264236902,0.086560364,0.288732394,1.0,0.870159453,0.0,0.659638554,0.0,0.0,0.602112676,0.0,0.0,1925.0,49000.0,0.207746479,11.66077738515901,16969.576120292415
116,360290042003,1085971.36958,1068003.07738,36.21399176954733,41.12471850705861,82.72535094139198,0.481624758,0.191780822,14636,0.0,0.119922631,0.352030948,0.468965517,0.657657658,1.0,0.0,0.594771242,0.0,0.0,0.248275862,0.0,0.0,1925.0,48000.0,0.562068966,8.641975308641975,16382.965750708408
118,360290042005,1084746.70804,1070434.27018,42.72997032640949,36.87576189927426,78.9286,0.360561056,0.225512528,16556,0.137829912,0.073432343,0.339933993,0.498714653,0.912621359,0.992574257,0.029676259,0.740088106,0.028634361,0.0,0.411311054,0.0,0.0,1920.0,46000.0,0.205655527,16.320474777448073,16792.02726116114
119,360290043001,1088674.68469,1074031.39387,37.41721854304636,27.17900058676468,78.12619634964173,0.299657534,0.0,16933,0.066298343,0.155821918,0.272260274,0.041152263,0.264150943,0.511986301,0.0,0.384057971,0.0,0.0,0.300411523,0.0,0.011986301,1928.0,68000.0,0.267489712,6.95364238410596,20701.19865206148
121,360290043003,1087523.35146,1073271.21535,33.22147651006711,34.03079177491744,77.86814751584672,0.0,0.092592593,30884,0.146226415,0.105802048,0.180887372,0.071823204,1.0,0.802047782,0.0,0.900552486,0.0,0.0,0.325966851,0.0,0.0,1925.0,48500.0,0.0,11.073825503355703,19607.04460017825
122,360290043004,1089990.82342,1073557.62141,22.61904761904762,37.242738643655606,78.03309154409669,0.051383399,0.0,38637,0.0,0.304347826,0.113306983,0.207756233,1.0,0.363636364,0.0,0.933518006,0.0,0.0,0.745152355,0.0,0.0,1942.0,170500.0,0.08033241,5.158730158730158,21225.24787071662
123,360290043005,1087524.15871,1074133.03592,29.45205479452055,37.01522393243317,77.86800745375913,0.333900613,0.0,20211,0.170437406,0.094622192,0.306671205,0.292145594,0.857798165,0.755956433,0.0,0.608192342,0.0,0.0,0.462643678,0.0,0.0,1926.0,64000.0,0.0,15.753424657534246,20127.427784097126
124,360290043006,1087417.40113,1071333.75781,27.43362831858407,33.90510295281711,88.91869408121246,0.382746051,0.0,15461,0.098920863,0.17253949,0.278250304,0.185303514,0.310043668,1.0,0.0,0.704188482,0.0,0.0,0.24600639,0.0,0.0,1925.0,45000.0,0.194888179,8.849557522123893,18510.26387439158
126,360290044011,1088507.72131,1070888.79556,42.45614035087719,35.53868133442302,87.03105603072086,0.099250936,0.025044723,26594,0.121765601,0.18071161,0.22752809,0.559322034,0.651982379,0.97752809,0.018072289,0.834422658,0.0,0.0,0.690072639,0.0,0.003745318,1927.0,47000.0,0.01937046,9.473684210526317,18928.69624942552
127,360290044012,1087385.23052,1069670.33619,41.96185286103542,56.223136435581445,89.24640827033495,0.240618102,0.192307692,21400,0.273781903,0.114790287,0.376379691,0.344387755,0.960912052,0.954746137,0.0,0.891566265,0.0,0.0,0.556122449,0.0,0.0,1925.0,44000.0,0.079081633,13.62397820163488,17746.53012767873
128,360290044013,1089225.17321,1069492.83338,33.98692810457516,71.32427133001877,86.51265695847704,0.252407501,0.011730205,27913,0.065420561,0.177901673,0.216421693,0.439450687,0.700712589,0.876837304,0.021917808,0.597307222,0.014687882,0.0,0.601747815,0.0,0.0,1940.0,58000.0,0.220973783,11.328976034858387,18788.4400787374
129,360290044014,1089966.60821,1071386.90917,50.88757396449704,30.621384874480853,83.97541057390076,0.065789474,0.033573141,31595,0.074144487,0.200292398,0.141812865,0.255506608,0.762886598,0.934210526,0.0,0.07751938,0.067829457,0.0,0.129955947,0.0,0.0,1936.5,64000.0,0.13215859,20.710059171597635,20086.667795393336
130,360290044021,1089313.52172,1068105.88901,175.0,42.19012443217154,88.85470250349651,0.669451697,0.223931624,8767,0.214527027,0.041775457,0.363446475,0.588495575,0.730829421,0.93002611,0.006097561,0.172273191,0.055045872,0.0,0.021017699,0.0,0.029765013,1950.5,67000.0,0.547566372,50.0,18352.212869126663
131,360290044022,1087554.43368,1067802.51594,46.31578947368421,57.71290449714794,82.54673943172838,0.17752235,0.385356455,24056,0.0,0.14559387,0.307790549,0.036144578,0.726804124,0.900383142,0.0,0.472891566,0.0,0.0,0.515060241,0.078313253,0.0,1945.0,62000.0,0.177710843,15.789473684210526,17164.860265684507
132,360290045001,1080481.33231,1075877.19493,33.5423197492163,41.01946658944147,80.89023575131354,0.031982942,0.085139319,42130,0.214814815,0.173773987,0.070362473,0.257019438,0.166666667,0.219616205,0.0,0.440604752,0.0,0.0,0.494600432,0.0,0.046908316,1951.0,147000.0,0.0,6.583072100313479,18772.09173233694
133,360290045002,1081926.86008,1072281.405,41.50943396226416,41.75638603316563,78.17198885789098,0.127721335,0.032943677,40379,0.013143483,0.070503597,0.083453237,0.229802513,0.801724138,0.927338129,0.0,0.270979021,0.243006993,0.0,0.378815081,0.0,0.008633094,1938.0,149000.0,0.077199282,18.238993710691823,16778.754170420663
134,360290045003,1079619.98224,1075758.60144,35.147392290249435,33.49551580354246,80.63556540472342,0.078089462,0.02345679,52280,0.044585987,0.246398787,0.119787718,0.176012461,0.139240506,0.113722517,0.0,0.583668005,0.066934404,0.0,0.788161994,0.0,0.018195603,1930.0,203000.0,0.023364486,7.482993197278912,18542.427394281192
135,360290045004,1079693.99259,1072285.02939,47.67932489451477,42.00986280186618,84.49765631408228,0.061320755,0.243902439,79023,0.153005464,0.422169811,0.136792453,0.238095238,0.0,0.150943396,0.0,0.679166667,0.320833333,0.0,0.862433862,0.0,0.0,1920.0,409000.0,0.0,14.345991561181432,16302.43726105385
136,360290045005,1079831.66371,1073595.65076,57.49128919860628,34.184410128941025,86.00403618000274,0.088724584,0.072434608,40809,0.09984639,0.092916283,0.321987121,0.065420561,0.242957746,0.256669733,0.0,0.730769231,0.0,0.0,0.862928349,0.0,0.004599816,1917.0,222000.0,0.0,9.75609756097561,17108.51021382112
137,360290045006,1079622.61123,1074533.16045,21.5686274509804,41.21486312101412,86.05017983760085,0.0,0.0,72700,0.0,0.246478873,0.122065728,0.204724409,0.653846154,0.084507042,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1925.0,240000.0,0.0,7.352941176470589,17685.822836105624
138,360290046011,1081514.66081,1077472.79359,31.6,37.92349762509339,80.53714740492886,0.278145695,0.01179941,31078,0.130750605,0.188741722,0.07781457,0.1886121,0.191489362,0.387417219,0.014900662,0.628205128,0.0,0.0,0.644128114,0.0,0.0,1930.0,126000.0,0.359430605,6.4,20194.882628977037
140,360290046013,1082759.2419,1075956.58733,50.75757575757576,37.20276925511661,79.31945766293623,0.529980658,0.0,19392,0.0,0.032882012,0.099613153,0.197368421,0.831578947,0.502901354,0.0,0.318181818,0.0,0.0,0.252631579,0.0,0.0,1920.0,102500.0,0.218421053,7.954545454545454,19384.978996488466
141,360290046014,1083845.97789,1077253.51581,37.719298245614034,41.17878787878788,74.7822249302424,0.177304965,0.023880597,45626,0.0,0.173049645,0.266666667,0.210714286,0.079787234,0.320567376,0.0,0.688271605,0.175925926,0.0,0.796428571,0.0,0.0,1920.0,193000.0,0.132142857,11.403508771929824,20696.19559306887
142,360290047011,1085480.72618,1073046.60007,42.35924932975871,36.38691011663766,77.83377713189944,0.466666667,0.161184211,26939,0.093306288,0.0,0.24057971,0.150134048,0.93373494,0.514492754,0.038709677,0.70617284,0.0,0.0,0.203753351,0.0,0.0,1925.0,62000.0,0.174262735,12.332439678284182,18480.84178101643
143,360290047012,1085573.85388,1071932.30603,29.51945080091533,38.00050714831148,80.3803562306825,0.305867665,0.17414966,23424,0.162132753,0.083281541,0.280298322,0.297478992,0.671171171,1.0,0.014388489,0.827941176,0.0,0.0,0.537815126,0.0,0.0,1925.0,54000.0,0.233613445,11.441647597254006,17897.036415985178
145,360290047022,1083509.20664,1072944.73494,47.66081871345029,39.98328442326975,78.56906156240352,0.318905156,0.063865546,24480,0.0,0.091024825,0.164863144,0.149390244,0.857142857,0.953532782,0.0,0.31875,0.305,0.0,0.257621951,0.0,0.0,1925.0,70000.0,0.446646341,13.742690058479532,17648.75250610669
146,360290047023,1083037.31638,1074847.42141,50.27322404371585,42.77542498533851,79.01105569516535,0.471319312,0.014412417,16048,0.071969697,0.128051589,0.113772455,0.178835979,1.0,0.691847075,0.0,0.432958035,0.09825998,0.0,0.226455026,0.0,0.008751727,1920.0,99000.0,0.231746032,7.103825136612022,18697.626218559097
